from,to,weight
selective catalytic reduction,4-nitrophenol,0.055762081784386616
reactivity,chemical-looping combustion,0.06140350877192982
pulsed laser deposition,deposition,0.17424242424242425
tetragonal crystal system,orthorhombic crystal system,0.10989010989010989
tetragonal crystal system,monoclinic crystal system,0.07967032967032966
matrix (chemical analysis),particle (ecology),0.05263157894736842
matrix (chemical analysis),carbon fibers,0.05263157894736842
tin oxide,nanorod,0.05405405405405406
tin oxide,photocurrent,0.06756756756756757
methyl orange,visible spectrum,0.116991643454039
methyl orange,degradation,0.11142061281337047
methyl orange,photodegradation,0.06963788300835655
surface modification,nanomaterials,0.05916030534351145
oxidation state,x-ray absorption spectroscopy,0.05232558139534884
oxidation state,reactivity,0.06976744186046512
oxidation state,xanes,0.06395348837209303
non-blocking i/o,nickel oxide,0.09732824427480916
absorbance,visible spectrum,0.05511811023622047
morphology,deposition,0.05263157894736842
overlayer,photocurrent,0.0945945945945946
overlayer,photocathode,0.08108108108108109
monoclinic crystal system,tetragonal crystal system,0.06872037914691943
thermal stability,thermogravimetric analysis,0.11368421052631579
thermogravimetric analysis,thermal stability,0.08450704225352113
anodizing,nanoporous,0.05555555555555555
anodizing,visible spectrum,0.05555555555555555
anodizing,photocurrent,0.05555555555555555
chemical bath deposition,deposition,0.2631578947368421
chemical bath deposition,nanorod,0.06315789473684211
sodium borohydride,reducing agent,0.09195402298850575
sodium borohydride,methyl orange,0.06896551724137931
amperometry,electrochemical gas sensor,0.16091954022988506
amperometry,carbon fibers,0.06321839080459771
titanium dioxide,visible spectrum,0.0660377358490566
titanium dioxide,titanium oxide,0.0660377358490566
nickel oxide,non-blocking i/o,0.2670157068062827
bet theory,specific surface area,0.1743119266055046
bet theory,degradation,0.05504587155963303
temperature-programmed reduction,selective catalytic reduction,0.06976744186046512
temperature-programmed reduction,water-gas shift reaction,0.05232558139534884
hydrazine (antidepressant),reducing agent,0.08571428571428572
inert gas,inert,0.20588235294117646
physisorption,temperature-programmed reduction,0.06956521739130435
physisorption,chemisorption,0.0782608695652174
photoelectrochemistry,photoelectrochemical cell,0.18007662835249041
photoelectrochemistry,photocathode,0.1417624521072797
photoelectrochemistry,photocurrent,0.1417624521072797
degradation,visible spectrum,0.10771470160116449
degradation,methylene blue,0.06986899563318777
degradation,methyl orange,0.05822416302765648
methylene blue,visible spectrum,0.125
methylene blue,degradation,0.125
methylene blue,photodegradation,0.0703125
ammonium perchlorate,thermogravimetric analysis,0.06796116504854369
hybrid material,nanomaterials,0.0625
