from,to,weight
matrix (chemical analysis),carbon fibers,0.05263157894736842
overlayer,photocurrent,0.0945945945945946
overlayer,photocathode,0.08108108108108109
biocompatibility,surface modification,0.054878048780487805
biocompatibility,nanomaterials,0.10365853658536585
morphology,deposition,0.05263157894736842
amperometry,electrochemical gas sensor,0.16091954022988506
amperometry,carbon fibers,0.06321839080459771
xanes,oxidation state,0.07096774193548387
xanes,x-ray absorption spectroscopy,0.10967741935483871
nanomaterial-based catalyst,bimetallic strip,0.05789473684210526
nanomaterial-based catalyst,carbon fibers,0.05789473684210526
ultraviolet,visible spectrum,0.08737864077669903
ultraviolet,nanorod,0.05825242718446602
nanosheet,oxygen evolution,0.06293706293706294
inert gas,inert,0.20588235294117646
nanorod,visible spectrum,0.051515151515151514
physisorption,temperature-programmed reduction,0.06956521739130435
physisorption,chemisorption,0.0782608695652174
photodegradation,visible spectrum,0.15527950310559005
photodegradation,degradation,0.07453416149068323
photodegradation,rhodamine b,0.052795031055900624
photodegradation,methylene blue,0.08385093167701864
photodegradation,methyl orange,0.07763975155279502
surface modification,nanomaterials,0.05916030534351145
degradation,visible spectrum,0.10771470160116449
degradation,methylene blue,0.06986899563318777
degradation,methyl orange,0.05822416302765648
water-gas shift reaction,temperature-programmed reduction,0.06976744186046512
sodium borohydride,reducing agent,0.09195402298850575
sodium borohydride,methyl orange,0.06896551724137931
bet theory,specific surface area,0.1743119266055046
bet theory,degradation,0.05504587155963303
photoelectrochemical cell,photoelectrochemistry,0.22274881516587677
photoelectrochemical cell,photocathode,0.17061611374407584
photoelectrochemical cell,photocurrent,0.13270142180094788
graphitic carbon nitride,carbon fibers,0.17117117117117117
graphitic carbon nitride,visible spectrum,0.07207207207207207
wurtzite crystal structure,nanorod,0.0673076923076923
temperature-programmed reduction,selective catalytic reduction,0.06976744186046512
temperature-programmed reduction,water-gas shift reaction,0.05232558139534884
x-ray absorption spectroscopy,oxidation state,0.0625
x-ray absorption spectroscopy,xanes,0.11805555555555555
galvanic cell,bimetallic strip,0.07272727272727272
charge carrier,visible spectrum,0.06382978723404255
charge carrier,photocurrent,0.0851063829787234
linear sweep voltammetry,chronoamperometry,0.07526881720430108
linear sweep voltammetry,photoelectrochemistry,0.06451612903225806
linear sweep voltammetry,electrochemical gas sensor,0.08602150537634409
linear sweep voltammetry,photocurrent,0.07526881720430108
photoelectrochemistry,photoelectrochemical cell,0.18007662835249041
photoelectrochemistry,photocathode,0.1417624521072797
photoelectrochemistry,photocurrent,0.1417624521072797
absorbance,visible spectrum,0.05511811023622047
inert,inert gas,0.18421052631578946
inert,chemical-looping combustion,0.05263157894736842
specific surface area,bet theory,0.06761565836298933
specific surface area,carbon fibers,0.05338078291814947
