from,to,weight
bet theory,specific surface area,0.14705882352941177
oil droplet,pickering emulsion,0.25
carbothermic reaction,fumed silica,0.15384615384615385
janus particles,particle (ecology),0.15384615384615385
janus particles,pickering emulsion,0.15384615384615385
janus particles,polycarbonate,0.15384615384615385
janus particles,dispersity,0.15384615384615385
dielectric strength,silicone rubber,0.125
polycarbonate,thermal stability,0.14285714285714285
polycarbonate,dispersity,0.14285714285714285
polycarbonate,janus particles,0.14285714285714285
separator (oil production),thermogravimetric analysis,0.11764705882352941
separator (oil production),thermal stability,0.11764705882352941
metakaolin,silica fume,0.23076923076923078
small-angle x-ray scattering,morphology,0.11764705882352941
small-angle x-ray scattering,fumed silica,0.11764705882352941
angle of repose,granulation,0.11940298507462686
angle of repose,friability,0.208955223880597
magic angle spinning,fumed silica,0.13043478260869565
maleic anhydride,polypropylene,0.14285714285714285
dilatant,fumed silica,0.15463917525773196
shear strength,silica fume,0.13636363636363635
ethylene-vinyl acetate,vinyl acetate,0.12
ethylene-vinyl acetate,thermogravimetric analysis,0.12
