from,to,weight
oxidation state,x-ray absorption spectroscopy,0.09243697478991597
non-blocking i/o,nickel oxide,0.08096280087527352
environmental pollution,environmentally friendly,0.06707317073170732
hydrothermal synthesis,monoclinic crystal system,0.0784313725490196
endothermic process,langmuir adsorption model,0.14705882352941177
endothermic process,exothermic reaction,0.12745098039215685
thermal stability,thermogravimetric analysis,0.10704960835509138
thermogravimetric analysis,thermal stability,0.08102766798418973
anodizing,photocurrent,0.06896551724137931
anodizing,nanoporous,0.06896551724137931
characterization,nanomaterials,0.07692307692307693
reusability,degradation,0.13157894736842105
chemical bath deposition,deposition,0.08571428571428572
chemical bath deposition,monoclinic crystal system,0.07142857142857142
chemical bath deposition,nanorod,0.07142857142857142
biomolecule,nanomaterials,0.1640625
biomolecule,biocompatibility,0.078125
biomolecule,surface modification,0.0703125
amperometry,electrochemical gas sensor,0.16363636363636364
amperometry,nanomaterials,0.06363636363636363
amperometry,linear range,0.06363636363636363
titanium dioxide,degradation,0.064
nickel oxide,non-blocking i/o,0.3274336283185841
bet theory,specific surface area,0.1794871794871795
photoelectrochemistry,photoelectrochemical cell,0.10666666666666667
photoelectrochemistry,photocurrent,0.17333333333333334
photoelectrochemistry,photocathode,0.13333333333333333
degradation,visible spectrum,0.08228460793804453
degradation,photodegradation,0.07163601161665054
degradation,methylene blue,0.08422071636011616
energy transformation,nanomaterials,0.07766990291262135
congo red,photodegradation,0.06593406593406594
congo red,degradation,0.0989010989010989
congo red,methylene blue,0.0989010989010989
methylene blue,degradation,0.15289982425307558
methylene blue,visible spectrum,0.0913884007029877
methylene blue,photodegradation,0.08084358523725835
hybrid material,nanomaterials,0.09433962264150944
